Binomial,bs_g,log10_bs,lognat_bs,,,
Lygosoma_muelleri,1.42,0.152288344,0.350656872,,,
Lygosoma_paedocarinatum,12.43,1.094471129,2.520112906,,,
Lygosoma_pembanum,16.69,1.222456337,2.814809738,,,
Lygosoma_popae,4.40,0.643452676,1.481604541,,,
Lygosoma_productum,32.99,1.518382316,3.496204485,,,
Lygosoma_pruthi,3.53,0.547774705,1.261297871,,,
Lygosoma_punctata,16.11,1.20709554,2.779440197,,,
Lygosoma_quadrupes,19.16,1.282395505,2.952824773,,,
Lygosoma_simonettai,14.45,1.159867847,2.670694415,,,
Lygosoma_singha,1.53,0.184691431,0.425267735,,,
Lygosoma_somalicum,5.41,0.733197265,1.688249093,,,
Lygosoma_tanae,20.49,1.311541958,3.019936962,,,
Lygosoma_tersum,16.69,1.222456337,2.814809738,,,
Lygosoma_vinciguerrae,5.14,0.710963119,1.637053079,,,
Lygosoma_vosmaeri,3.95,0.596597096,1.373715579,,,
Lymnocryptes_minimus,56.38,1.751125072,4.032114486,,,
Lyncodon_patagonicus,335.55,2.525757243,5.815770977,,,
Lyncornis_macrotis,132.50,2.122215878,4.886582645,,,
Lyncornis_temminckii,95.90,1.981818607,4.563305982,,,
Lynx_canadensis,7700.79,3.88653528,8.9490782,,,
Lynx_lynx,14154.55,4.150896067,9.557791406,,,
Lynx_pardinus,9850.84,3.993473265,9.19531201,,,
Lynx_rufus,6628.06,3.821386431,8.799067431,,,
Lyriocephalus_scutatus,128.10,2.10754913,4.852811209,,,
Lyrurus_mlokosiewiczi,815.50,2.911423965,6.703801422,,,
Lyrurus_tetrix,1084.75,3.035329659,6.989104825,,,
Lystrophis_dorbignyi,66.62,1.823604628,4.199004833,,,
Lystrophis_semicinctus,109.42,2.03909671,4.695193689,,,
Lysurus_castaneiceps,39.00,1.591064607,3.663561646,,,
Lysurus_crassirostris,38.75,1.588271707,3.657130756,,,
Lytorhynchus_gaddi,50.23,1.700963178,3.916612458,,,
Lytorhynchus_ridgewayi,41.82,1.621384028,3.733374694,,,
Mabuya_agilis,15.54,1.191451014,2.743417345,,,
Mabuya_agmosticha,6.19,0.791690649,1.822935087,,,
Mabuya_altamazonica,19.95,1.2999429,2.993229143,,,
Mabuya_arajara,15.49,1.190051418,2.740194654,,,
Mabuya_atlantica,16.69,1.222456337,2.814809738,,,
Mabuya_bistriata,28.93,1.461348434,3.364879119,,,
Mabuya_caissara,15.54,1.191451014,2.743417345,,,
Mabuya_carvalhoi,4.89,0.689308859,1.587192303,,,
Mabuya_chapaensis,7.54,0.877371346,2.020222182,,,
Mabuya_cochabambae,9.77,0.989894564,2.279316466,,,
Mabuya_croizati,2.62,0.418301291,0.963174318,,,
Mabuya_dissimilis,16.69,1.222456337,2.814809738,,,
Mabuya_dorsivittata,8.60,0.934498451,2.151762203,,,
Mabuya_falconensis,15.10,1.178976947,2.714694744,,,
Mabuya_frenata,9.15,0.961421094,2.213753879,,,
Mabuya_guaporicola,20.49,1.311541958,3.019936962,,,
Mabuya_heathi,5.48,0.738780558,1.701105101,,,
Mabuya_infralineata,28.08,1.448397103,3.335057579,,,
Mabuya_lineolata,3.95,0.596597096,1.373715579,,,
Mabuya_mabouya,26.09,1.416474079,3.261552099,,,
Mabuya_macleani,10.82,1.034227261,2.381396273,,,
Mabuya_macrophthalma,28.08,1.448397103,3.335057579,,,
Mabuya_macrorhyncha,7.35,0.866287339,1.994700313,,,
Mabuya_maculata,13.41,1.127428778,2.596000697,,,
Mabuya_meridensis,9.25,0.966141733,2.224623552,,,
Mabuya_nigropalmata,8.98,0.953276337,2.194999882,,,
Mabuya_nigropunctata,19.44,1.288696261,2.967332799,,,
Mabuya_seychellensis,21.18,1.325925956,3.05305734,,,
Mabuya_tessellata,4.17,0.620136055,1.427916036,,,
Mabuya_trivittata,39.52,1.596816936,3.676806873,,,
Mabuya_tytleri,218.22,2.338894551,5.385503728,,,
Mabuya_unimarginata,11.22,1.049992857,2.4176979,,,
Mabuya_wrightii,85.09,1.929878524,4.44370952,,,
Macaca_arctoides,5612.25,3.749137009,8.632706988,,,
Macaca_assamensis,10377.05,4.016073909,9.247351916,,,
Macaca_cyclopis,5038.37,3.702290057,8.524837896,,,
Macaca_fascicularis,3340.02,3.523749067,8.113732074,,,
Macaca_fuscata,7459.54,3.872712047,8.917249029,,,
Macaca_hecki,7390.99,3.868702615,8.90801697,,,
Macaca_leonina,6696.78,3.825866032,8.809382093,,,
Macaca_maura,5907.69,3.771417698,8.684010171,,,
Macaca_mulatta,4113.74,3.61423684,8.322087869,,,
Macaca_munzala,15000.00,4.176091259,9.61580548,,,
Macaca_nemestrina,5417.58,3.733805333,8.5974045,,,
Macaca_nigra,5754.69,3.760021934,8.657770454,,,
Macaca_nigrescens,6366.39,3.80389324,8.758787869,,,
Macaca_ochreata,3387.71,3.529906226,8.127909456,,,
Macaca_pagensis,5427.10,3.734567824,8.5991602,,,
Macaca_radiata,3377.60,3.528608216,8.124920677,,,
Macaca_siberu,6317.12,3.800519127,8.751018687,,,
Macaca_silenus,4640.08,3.666525468,8.442486886,,,
Macaca_sinica,3654.77,3.562860051,8.203788443,,,
Macaca_sylvanus,7443.32,3.87176669,8.915072265,,,
Macaca_thibetana,8622.29,3.935622626,9.06210599,,,
Macaca_tonkeana,9865.79,3.994131867,9.196828496,,,
Maccullochella_macquariensis,16000.00,4.204119983,9.680344001,,,
Maccullochella_peelii,113500.00,5.054995862,11.63955812,,,
Macgregoria_pulchra,233.35,2.368007805,5.452539472,,,
Machaerirhynchus_flaviventer,10.94,1.039017322,2.392425797,,,
Machaerirhynchus_nigripectus,12.48,1.096214585,2.524127363,,,
Machaeropterus_deliciosus,14.77,1.169380495,2.692598097,,,
Machaeropterus_pyrocephalus,10.02,1.000867722,2.304583096,,,
Machaeropterus_regulus,9.35,0.970811611,2.235376343,,,
Machaeropterus_striolatus,9.35,0.970811611,2.235376343,,,
Macheiramphus_alcinus,650.00,2.812913357,6.476972363,,,
Machetornis_rixosa,32.30,1.509202522,3.47506723,,,
Machlolophus_aplonotus,14.85,1.171726454,2.697999865,,,
Machlolophus_holsti,16.95,1.229169703,2.830267834,,,
Machlolophus_nuchalis,13.80,1.139879086,2.624668592,,,
Machlolophus_spilonotus,18.85,1.275311355,2.936512914,,,
Machlolophus_xanthogenys,14.85,1.171726454,2.697999865,,,
Macholophus_holsti,19.90,1.298853076,2.990719732,,,
Mackenziaena_leachii,71.73,1.855700831,4.27290907,,,
Mackenziaena_severa,52.57,1.720737977,3.962145615,,,
Macolor_niger,2620.00,3.418301291,7.870929597,,,
Macquaria_ambigua,24000.00,4.380211242,10.08580911,,,
Macquaria_australasica,3500.00,3.544068044,8.160518247,,,
Macquaria_colonorum,10000.00,4,9.210340372,,,
Macrauchenia_patachonica,984412.41,5.99317708,13.7998002,,,
Macrhybopsis_storeriana,122.46,2.087980789,4.80775344,,,
Macroagelaius_imthurni,81.29,1.910037124,4.398023008,,,
Macroagelaius_subalaris,117.25,2.069112851,4.764308407,,,
Macrocalamus_lateralis,24.06,1.381295623,3.180550711,,,
Macrocalamus_tweediei,47.16,1.673573796,3.853546076,,,
Macrocephalon_maleo,1634.32,3.213337095,7.398982095,,,
Macrochelys_temminckii,65115.32,4.813683179,11.08391513,,,
Macroderma_gigas,115.61,2.062995401,4.750222458,,,
Macrodipteryx_longipennis,52.48,1.719993826,3.960432145,,,
Macrodipteryx_vexillarius,76.50,1.883661435,4.337290741,,,
Macrodontogobius_wilburi,1.09,0.037426498,0.086177696,,,
Macrogalidia_musschenbroekii,4489.66,3.652213453,8.409532254,,,
Macroglossus_minimus,15.13,1.179838928,2.716679528,,,
Macroglossus_sobrinus,22.07,1.343802333,3.09421922,,,
Macronectes_giganteus,4487.88,3.652041236,8.409135709,,,
Macronectes_halli,4543.43,3.657383841,8.421437512,,,
Macronous_bornensis,11.83,1.072984745,2.470638678,,,
Macronous_flavicollis,20.00,1.301029996,2.995732274,,,
Macronous_gularis,12.92,1.111262514,2.558776498,,,
Macronous_kelleyi,18.37,1.264109156,2.910718899,,,
Macronous_ptilosus,18.50,1.267171728,2.917770732,,,
Macronous_striaticeps,18.25,1.261262869,2.90416508,,,
Macronus_bornensis,11.50,1.06069784,2.442347035,,,
Macronus_gularis,11.50,1.06069784,2.442347035,,,
Macronus_ptilosus,18.00,1.255272505,2.890371758,,,
Macronus_striaticeps,16.50,1.217483944,2.803360381,,,
Macronyx_ameliae,35.13,1.54567815,3.559055466,,,
Macronyx_aurantiigula,40.58,1.608312043,3.703275334,,,
Macronyx_capensis,51.48,1.711638538,3.941193383,,,
Macronyx_croceus,50.23,1.700963178,3.916612458,,,
Macronyx_flavicollis,45.08,1.653983907,3.808438689,,,
Macronyx_fuelleborni,54.13,1.733438027,3.991388561,,,
Macronyx_fuellebornii,58.59,1.767823498,4.070564034,,,
Macronyx_grimwoodi,45.08,1.653983907,3.808438689,,,
Macropharyngodon_geoffroy,32.00,1.505149978,3.465735903,,,
Macropholidus_ataktolepis,1.77,0.247973266,0.570979547,,,
Macropholidus_ruthveni,2.20,0.342422681,0.78845736,,,
Macrophyllum_macrophyllum,8.08,0.907411361,2.089391873,,,
Macropisthodon_rhodomelas,53.13,1.725339816,3.97274174,,,
Macropisthodon_rudis,160.97,2.206744944,5.081218012,,,
Macroprotodon_brevis,104.00,2.017033339,4.644390899,,,
Macroprotodon_cucullatus,104.25,2.018076064,4.646791861,,,
Macroprotodon_mauritanicus,104.00,2.017033339,4.644390899,,,
Macropsalis_forcipata,139.00,2.1430148,4.934473933,,,
Macropus_agilis,12091.49,4.082479821,9.400257178,,,
Macropus_antilopinus,24180.14,4.383458811,10.09328691,,,
Macropus_bernardus,17068.92,4.232206043,9.745014545,,,
Macropus_dorsalis,9965.01,3.998477739,9.206835236,,,
Macropus_eugenii,4739.60,3.675741691,8.463708023,,,
Macropus_ferragus,150452.04,5.177398081,11.92139964,,,
Macropus_fuliginosus,19299.27,4.285540882,9.86782255,,,
Macropus_giganteus,24414.28,4.387643921,10.10292349,,,
Macropus_greyi,10000.00,4,9.210340372,,,
Macropus_irma,7991.90,3.902650041,8.986183808,,,
Macropus_parma,3470.88,3.540439599,8.152163443,,,
Macropus_parryi,13125.59,4.118118834,9.482319039,,,
Macropus_pearsoni,150452.04,5.177398081,11.92139964,,,
Macropus_piltonesis,30079.81,4.478275089,10.31160946,,,
Macropus_robustus,20116.49,4.303552206,9.909295156,,,
Macropus_rufogriseus,13439.69,4.128389251,9.505967548,,,
Macropus_rufus,33510.65,4.525182852,10.41961858,,,
Macropus_thor,30066.51,4.47808302,10.31116721,,,
Macropygia_amboinensis,245.56,2.390157625,5.503541317,,,
Macropygia_emiliana,191.69,2.282599457,5.255879484,,,
Macropygia_mackinlayi,91.71,1.962416693,4.518631425,,,
Macropygia_magna,146.63,2.166222835,4.987912407,,,
Macropygia_nigrirostris,93.88,1.972573081,4.542017371,,,
Macropygia_phasianella,248.58,2.395466184,5.515764725,,,
Macropygia_ruficeps,87.23,1.940665872,4.468548308,,,
Macropygia_rufipennis,266.01,2.424897963,5.583533902,,,
Macropygia_tenuirostris,194.42,2.288740939,5.270020767,,,
Macropygia_unchall,172.00,2.235528447,5.147494477,,,
Macroscelides_proboscideus,35.95,1.555698895,3.582129084,,,
Macroscincus_coctei,1273.38,3.104958024,7.149430061,,,
Macrosphenus_concolor,13.90,1.1430148,2.63188884,,,
Macrosphenus_flavicans,14.09,1.148910993,2.645465326,,,
Macrosphenus_kempi,13.35,1.125481266,2.591516385,,,
Macrosphenus_kretschmeri,20.26,1.306639441,3.008648499,,,
Macrosphenus_pulitzeri,11.68,1.067442843,2.457877977,,,
Macrotarsomys_bastardi,26.50,1.423245874,3.277144733,,,
Macrotarsomys_ingens,54.99,1.74028372,4.007151351,,,
Macrotis_lagotis,1296.67,3.112829463,7.167554719,,,
Macrotis_leucura,357.75,2.553579642,5.879834418,,,
Macrotus_californicus,10.72,1.030194785,2.372111156,,,
Macrotus_waterhousii,12.63,1.101403351,2.536074936,,,
Macrourus_berglax,774.22,2.888864386,6.651856071,,,
Macrovipera_lebetina,1306.00,3.115943177,7.17472431,,,
Macrovipera_schweizeri,1306.00,3.115943177,7.17472431,,,
Macruromys_elegans,170.47,2.231647961,5.138559328,,,
Macruromys_major,352.64,2.547331573,5.865447707,,,
Macruronus_magellanicus,5000.00,3.698970004,8.517193191,,,
Macruronus_novaezelandiae,4250.00,3.62838893,8.354674262,,,
Madanga_ruficollis,15.00,1.176091259,2.708050201,,,
Madoqua_guentheri,4764.53,3.678020066,8.468954175,,,
Madoqua_kirkii,3884.66,3.589353014,8.264790743,,,
Madoqua_piacentinii,2608.84,3.416447445,7.866660957,,,
Madoqua_saltiana,2821.35,3.450456966,7.944970773,,,
Madromys_blanfordi,42.72,1.630631244,3.754667195,,,
Magumma_parva,9.75,0.989004616,2.277267285,,,
Makaira_mazara,538000.00,5.730782276,13.19561384,,,
Makaira_nigricans,728000.00,5.862131379,13.49805633,,,
Makalata_armata,350.02,2.54409286,5.857990296,,,
Makalata_didelphoides,383.33,2.583572809,5.948896237,,,
Makalata_grandis,584.00,2.766412847,6.369900983,,,
Makalata_macrura,439.00,2.64246452,6.084499413,,,
Makalata_obscura,108.00,2.033423755,4.682131227,,,
Makalata_occasius,299.15,2.475889007,5.70094512,,,
Makalata_rhipidura,315.00,2.498310554,5.752572639,,,
Malacanthus_brevirostris,6.40,0.806179974,1.85629799,,,
Malacanthus_plumieri,1020.00,3.008600172,6.927557906,,,
Malaclemys_terrapin,1106.07,3.043782613,7.008568471,,,
Malacocephalus_laevis,210.72,2.323705758,5.350530238,,,
Malacochersus_torneri,887.39,2.94811453,6.78828457,,,
Malacochersus_tornieri,391.25,2.592454351,5.969346742,,,
Malacocincla_abbotti,28.28,1.451479405,3.342154841,,,
Malacocincla_cinereiceps,24.61,1.391111614,3.203152864,,,
Malacocincla_malaccensis,22.95,1.36078269,3.133317937,,,
Malacocincla_perspicillata,26.23,1.418798291,3.266903794,,,
Malacocincla_sepiaria,26.75,1.427323786,3.286534473,,,
Malacocottus_kincaidi,90.18,1.955131187,4.501855926,,,
Malacocottus_zonurus,1240.00,3.093421685,7.122866659,,,
Malacoctenus_macropus,1.33,0.123774987,0.28500244,,,
Malacoctenus_triangulatus,3.76,0.575061494,1.324128024,,,
Malacomys_cansdalei,82.02,1.913919765,4.40696312,,,
Malacomys_edwardsi,68.74,1.837209528,4.230331271,,,
Malacomys_longipes,95.60,1.980457892,4.56017282,,,
Malaconotus_alius,81.91,1.913336926,4.405621084,,,
Malaconotus_blanchoti,86.39,1.936463474,4.458871928,,,
Malaconotus_cruentus,75.51,1.87800447,4.324265098,,,
Malaconotus_gladiator,99.00,1.995635195,4.59511985,,,
Malaconotus_lagdeni,90.95,1.958802703,4.510309905,,,
Malaconotus_monteiri,80.01,1.90314427,4.382151627,,,
Malacopteron_affine,17.13,1.233757363,2.840831312,,,
Malacopteron_albogulare,16.92,1.228400359,2.828496354,,,
Malacopteron_cinereum,19.05,1.27989498,2.947067102,,,
Malacopteron_magnirostre,20.66,1.315130317,3.028199464,,,
Malacopteron_magnum,29.60,1.471291711,3.387774361,,,
Malacopteron_palawanense,33.74,1.528145078,3.518684077,,,
Malacoptila_fulvogularis,59.93,1.777644278,4.093177214,,,
Malacoptila_fusca,48.03,1.681512587,3.871825816,,,
Malacoptila_mystacalis,49.67,1.69609416,3.905401129,,,
Malacoptila_panamensis,42.60,1.629409599,3.751854253,,,
Malacoptila_rufa,52.19,1.717587297,3.954890906,,,
Malacoptila_semicincta,44.47,1.648067129,3.794814805,,,
Malacoptila_striata,44.88,1.652052848,3.803992261,,,
Malacoraja_senta,1200.00,3.079181246,7.090076836,,,
Malacorhynchus_membranaceus,401.87,2.604085587,5.996128653,,,
Malacosteus_niger,24.00,1.380211242,3.17805383,,,
Malacothrix_typica,11.98,1.078456818,2.483238593,,,
Malayemys_subtrijuga,1405.51,3.14783394,7.248155505,,,
Malayopython_reticulatus,32000.00,4.505149978,10.37349118,,,
Malcorus_pectoralis,10.54,1.022840611,2.355177543,,,
Malia_grata,94.46,1.975247941,4.548176464,,,
Malimbus_ballmanni,63.00,1.799340549,4.143134726,,,
Malimbus_cassini,37.00,1.568201724,3.610917913,,,
Malimbus_coronatus,46.31,1.665674781,3.83535792,,,
Malimbus_erythrogaster,46.31,1.665674781,3.83535792,,,
Malimbus_ibadanensis,39.66,1.59835271,3.680343123,,,
Malimbus_malimbicus,35.95,1.555698895,3.582129084,,,
Malimbus_nitens,38.90,1.589949601,3.660994251,,,
Malimbus_racheliae,28.00,1.447158031,3.33220451,,,
Malimbus_rubricollis,46.34,1.665956029,3.836005519,,,
Malimbus_scutatus,30.75,1.48784512,3.425889994,,,
Mallomys_aroaensis,1627.19,3.211438267,7.39460988,,,
Mallomys_gunung,2017.10,3.304727429,7.609416115,,,
Mallomys_istapantap,1967.30,3.293870592,7.584417323,,,
Mallomys_rothschildi,1109.24,3.045025522,7.011430375,,,
Mallotus_villosus,29.06,1.46329561,3.369362658,,,
Malpaisomys_insularis,71.33,1.853272224,4.267316996,,,
Malpolon_insignitus,3113.00,3.493179121,8.04334217,,,
Malpolon_moilensis,616.58,2.789989433,6.424188079,,,
Malpolon_monspessulanus,3113.00,3.493179121,8.04334217,,,
Malthopsis_mitrigera,8.70,0.939519253,2.163323026,,,
Malurus_alboscapulatus,9.58,0.981365509,2.259677592,,,
Malurus_alboscapulatus_moretoni,10.00,1,2.302585093,,,
Malurus_amabilis,9.28,0.967547976,2.227861547,,,
Malurus_campbelli,10.80,1.033423755,2.379546134,,,
Malurus_coronatus,11.78,1.07114529,2.466403178,,,
Malurus_cyaneus,10.14,1.006037955,2.316487998,,,
Malurus_cyaneus_cyaneus,13.00,1.113943352,2.564949357,,,
Malurus_cyaneus_cyanochlamys,10.50,1.021189299,2.351375257,,,
Malurus_cyanocephalus,12.84,1.108565024,2.552565298,,,
Malurus_cyanocephalus_bonapartii,15.50,1.190331698,2.740840024,,,
Malurus_elegans,10.39,1.016615548,2.340843805,,,
Malurus_grayi,12.47,1.095866453,2.52332576,,,
Malurus_grayi_campbelli,11.50,1.06069784,2.442347035,,,
Malurus_grayi_grayi,16.50,1.217483944,2.803360381,,,
Malurus_lamberti,8.11,0.909020854,2.093097868,,,
Malurus_lamberti_assimilis,8.77,0.942999593,2.171336806,,,
Malurus_lamberti_lamberti,11.00,1.041392685,2.397895273,,,
Malurus_lamberti_rogersi,9.35,0.970811611,2.235376343,,,
Malurus_leucopterus,7.65,0.883661435,2.034705648,,,
Malurus_melanocephalus,8.43,0.925827575,2.131796772,,,
Malurus_pulcherrimus,9.68,0.985875357,2.270061901,,,
Malurus_splendens,9.60,0.982271233,2.261763098,,,
Malurus_splendens_callainus,9.50,0.977723605,2.251291799,,,
Malurus_splendens_melanotus,8.85,0.946943271,2.180417459,,,
Malurus_splendens_splendens,10.65,1.027349608,2.365559892,,,
Mamenchisaurus_,14300000.00,7.155336037,16.4757701,,,
Mammelomys_lanosus,112.66,2.051769747,4.724374433,,,
Mammelomys_rattoides,193.50,2.286680969,5.265277512,,,
Mammut_americanum,4539493.97,6.657007444,15.3283261,,,
Mammuthus_columbi,7981094.12,6.902062432,15.89258607,,,
Mammuthus_imperator,10000000.00,7,16.11809565,,,
Mammuthus_primigenius,5498469.58,6.740241827,15.51998035,,,
Manacus_aurantiacus,15.93,1.202215776,2.768204124,,,
Manacus_candei,19.09,1.280805928,2.949164638,,,
Manacus_manacus,17.18,1.235023159,2.843745917,,,
Manacus_manucus,18.10,1.257678575,2.895911938,,,
Manacus_manucus_trinitatis,22.25,1.347330015,3.102342009,,,
Manacus_vitellinus,18.02,1.255754787,2.891482252,,,
Mandingoa_nitidula,10.12,1.005180513,2.314513664,,,
Mandrillus_leucophaeus,12716.07,4.10435291,9.450621827,,,
Mandrillus_sphinx,13151.04,4.118960099,9.484256122,,,
Manis_crassicaudata,7427.43,3.870838567,8.912935183,,,
Manis_culionensis,5261.55,3.721113702,8.568180939,,,
Manis_gigantea,23854.73,4.377574505,10.0797378,,,
Manis_javanica,5015.88,3.700347138,8.520364159,,,
Manis_pentadactyla,3350.71,3.525136842,8.116927543,,,
Manis_temminckii,6529.17,3.814857976,8.784035109,,,
Manis_tetradactyla,2263.11,3.354705664,7.724495252,,,
Manis_tricuspis,1346.87,3.12932568,7.205538661,,,
Mannophryne_olmonae,28.00,1.447158031,3.33220451,,,
Mannophryne_trinitatis,20.00,1.301029996,2.995732274,,,
Manorina_flavigula,53.63,1.729407797,3.982108613,,,
Manorina_flavigula_flavigula,72.75,1.861832998,4.287028906,,,
Manorina_flavigula_wayensis,61.00,1.785329835,4.110873864,,,
Manorina_melanocephala,69.20,1.840106094,4.237000863,,,
Manorina_melanophrys,33.70,1.527629901,3.517497837,,,
Manorina_melanotis,56.08,1.748808005,4.026779243,,,
Manouria_emys,24837.54,4.39510858,10.1201115,,,
Manouria_impressa,2763.33,3.441432752,7.924191753,,,
Mantella_baroni,2.40,0.380211242,0.875468737,,,
Mantella_bernhardi,1.00,0,0,,,
Mantella_cowanii,2.60,0.414973348,0.955511445,,,
Mantella_crocea,1.00,0,0,,,
Mantella_expectata,2.00,0.301029996,0.693147181,,,
Mantella_laevigata,1.80,0.255272505,0.587786665,,,
Mantella_nigricans,2.00,0.301029996,0.693147181,,,
Mantella_pulchra,1.30,0.113943352,0.262364264,,,
Mantella_viridis,2.90,0.462397998,1.064710737,,,
Mantheyus_phuwuanensis,15.02,1.176669933,2.709382646,,,
Manucerthia_mana,14.43,1.159266331,2.669309373,,,
Manucodia_ater,219.01,2.340463945,5.389117391,,,
Manucodia_atra,190.00,2.278753601,5.247024072,,,
Manucodia_atra_atra,283.50,2.452553063,5.647212123,,,
Manucodia_atra_subalter,272.50,2.435366507,5.607638614,,,
Manucodia_chalybata,230.00,2.361727836,5.438079309,,,
Manucodia_chalybatus,236.91,2.374583393,5.467680322,,,
Manucodia_comrii,432.94,2.636427713,6.07059915,,,
Manucodia_jobiensis,218.92,2.340285439,5.388706366,,,
Manucodia_keraudrenii,157.83,2.198189557,5.061518504,,,
Manucodia_keraudrenii_keraudrenii,157.50,2.197280558,5.059425458,,,
Manucodia_keraudrenii_purpureoviolaceus,211.00,2.324282455,5.351858133,,,
Maokopia_ronaldi,100000.00,5,11.51292546,,,
Mapusaurus_rosei_rosei,7900365.00,6.897647156,15.88241952,,,
Marcusenius_abadii,500.00,2.698970004,6.214608098,,,
Marcusenius_cyprinoides,458.00,2.660865478,6.126869184,,,
Marcusenius_deboensis,100.00,2,4.605170186,,,
Marcusenius_macrolepidotus,500.00,2.698970004,6.214608098,,,
Marcusenius_monteiri,1588.00,3.200850498,7.370230642,,,
Marcusenius_moorii,13.52,1.130976692,2.604170071,,,
Marcusenius_ntemensis,42.83,1.631748074,3.757238792,,,
Marcusenius_sanagaensis,18.72,1.272305844,2.929592471,,,
Marcusenius_victoriae,5.75,0.759667845,1.749199855,,,
Mareca__americana,1134.00,3.054613055,7.033506484,,,
Mareca__penelope,1000.00,3,6.907755279,,,
Mareca__strepera,1000.00,3,6.907755279,,,
Margaretamys_beccarii,70.35,1.847264102,4.253482784,,,
Margaretamys_elegans,121.00,2.08278537,4.795790546,,,
Margaretamys_parvus,32.10,1.506505032,3.46885603,,,
Margariscus_margarita,37.22,1.570764004,3.61681778,,,
Margarobyas_lawrencii,95.35,1.979320697,4.557554332,,,
Margaroperdix_madagarensis,241.25,2.382467322,5.48583374,,,
Margaroperdix_madagascariensis,245.00,2.389166084,5.501258211,,,
Margarops_fuscatus,112.30,2.050379756,4.721173862,,,
Margarops_fuscus,67.07,1.826528306,4.20573685,,,
Margarornis_bellulus,18.50,1.267171728,2.917770732,,,
Margarornis_rubiginosus,18.37,1.264109156,2.910718899,,,
Margarornis_squamiger,17.62,1.246005904,2.869034621,,,
Margarornis_stellatus,21.66,1.335658452,3.075467242,,,
Marisora_alliacea,16.78,1.224791956,2.820187701,,,
Marisora_unimarginata,7.32,0.864511081,1.990610328,,,
Marmaronetta_angustirostris,491.69,2.691691376,6.197848437,,,
Marmorosphax_montana,2.79,0.445604203,1.026041596,,,
Marmorosphax_tricolor,5.68,0.754348336,1.736951233,,,
Marmosa_andersoni,45.41,1.657151502,3.815732345,,,
Marmosa_canescens,60.10,1.778874472,4.096009842,,,
Marmosa_lepida,14.30,1.155336037,2.660259537,,,
Marmosa_mexicana,50.35,1.701999475,3.918998619,,,
Marmosa_murina,86.79,1.938469688,4.463491408,,,
Marmosa_quichua,278.12,2.444232221,5.628052675,,,
Marmosa_robinsoni,57.85,1.762303363,4.057853454,,,
Marmosa_rubra,63.01,1.79940948,4.143293444,,,
Marmosa_tyleriana,32.05,1.505828034,3.467297183,,,
Marmosa_xerophila,43.82,1.641672373,3.780090334,,,
Marmosops_bishopi,24.66,1.391993072,3.205182498,,,
Marmosops_cracens,25.91,1.413467413,3.254628995,,,
Marmosops_dorothea,38.13,1.581266805,3.641001374,,,
Marmosops_fuscatus,53.67,1.729731595,3.982854186,,,
Marmosops_handleyi,30.63,1.486146997,3.421979921,,,
Marmosops_impavidus,38.09,1.580810973,3.63995178,,,
Marmosops_incanus,61.17,1.78653848,4.113656873,,,
Marmosops_invictus,29.24,1.465977368,3.375537635,,,
Marmosops_juninensis,34.48,1.537567257,3.540379446,,,
Marmosops_neblina,41.10,1.613841822,3.716008122,,,
Marmosops_noctivagus,28.63,1.456821348,3.354455119,,,
Marmosops_parvidens,15.45,1.188928484,2.737609003,,,
Marmosops_paulensis,41.51,1.618152733,3.725934362,,,
Marmosops_pinheiroi,29.74,1.473340964,3.392492941,,,
Marmota_baibacina,5500.00,3.740362689,8.612503371,,,
Marmota_bobak,2767.75,3.442126859,7.925789995,,,
Marmota_broweri,3236.25,3.510042063,8.082170531,,,
Marmota_caligata,5603.00,3.748420622,8.631057448,,,
Marmota_camtschatica,1766.50,3.247113642,7.476755467,,,
Marmota_caudata,4282.24,3.631671004,8.362231516,,,
Marmota_flaviventris,2550.48,3.406621922,7.844036856,,,
Marmota_himalayana,5000.00,3.698970004,8.517193191,,,
Marmota_marmota,2156.63,3.333775642,7.676302097,,,
Marmota_menzbieri,2859.69,3.456318957,7.958468506,,,
Marmota_monax,2600.61,3.415075228,7.863501312,,,
Marmota_olympus,6301.06,3.799413615,8.748473152,,,
Marmota_sibirica,8000.00,3.903089987,8.987196821,,,
Marmota_vancouverensis,5547.16,3.744070693,8.621041364,,,
Martes_americana,763.78,2.882968282,6.63827979,,,
Martes_flavigula,1958.93,3.292018917,7.580153685,,,
Martes_foina,1483.20,3.171199717,7.301957195,,,
Martes_gwatkinsii,2040.89,3.309819598,7.621141266,,,
Martes_martes,1002.02,3.00087639,6.909773242,,,
Martes_melampus,1000.00,3,6.907755279,,,
Martes_nobilis,1949.94,3.290021248,7.575553882,,,
Martes_pennanti,2901.80,3.462667476,7.973086513,,,
Martes_zibellina,870.95,2.939993223,6.76958457,,,
Masius_chrysopterus,13.13,1.118264726,2.574899688,,,
Massospondylus_,136700.00,5.135768515,11.82554402,,,
Massospondylus_jachalensis,234049.00,5.36930679,12.36328577,,,
Massoutiera_mzabi,162.54,2.210960255,5.090924125,,,
Mastacomys_fuscus,100.39,2.001690454,4.609062601,,,
Masticophis_bilineatus,1905.57,3.280024907,7.552536455,,,
Masticophis_flagellum,6483.65,3.811819563,8.777038902,,,
Masticophis_lateralis,1359.05,3.133235435,7.214541205,,,
Masticophis_mentovarius,3113.00,3.493179121,8.04334217,,,
Masticophis_schotti,1838.66,3.264501428,7.516792324,,,
Masticophis_taeniatus,2380.51,3.37667001,7.775070029,,,
